time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4995103E+000	7.338497604589588E+001
1.999999949475750E+000	1.4996057E+000	4.518135794271518E+001
2.999999924213625E+000	1.4995866E+000	3.997007891387932E+001
3.999999898951501E+000	1.4997010E+000	3.505154517593371E+001
4.999999873689376E+000	1.4996247E+000	3.164270840148919E+001
5.999999848427251E+000	1.4995866E+000	2.899120700263977E+001
6.999999823165126E+000	1.4995484E+000	2.695693562507628E+001
7.999999797903001E+000	1.4996438E+000	2.533234592590332E+001
8.999999772640876E+000	1.4994912E+000	2.399784418792723E+001
9.999999747378752E+000	1.4997201E+000	2.290573344039916E+001
1.099999972211663E+001	1.4994721E+000	2.200600172309873E+001
1.199999969685450E+001	1.4994340E+000	2.117881069946287E+001
1.299999967159238E+001	1.4995103E+000	2.041926919860839E+001
1.399999964633025E+001	1.4996629E+000	1.973542734680171E+001
1.499999962106813E+001	1.4996629E+000	1.911064709129334E+001
1.599999959580600E+001	1.4995866E+000	1.854996759033196E+001
1.699999957054388E+001	1.4994149E+000	1.807697049598693E+001
1.799999954528175E+001	1.4996247E+000	1.764493545303344E+001
1.899999952001963E+001	1.4994912E+000	1.722597180557244E+001
1.999999949475750E+001	1.4994721E+000	1.683678793106077E+001
2.099999946949538E+001	1.4995675E+000	1.647646657562257E+001
2.199999944423325E+001	1.4995866E+000	1.614910849590302E+001
2.299999941897113E+001	1.4995294E+000	1.585059201755524E+001
2.399999939370900E+001	1.4997010E+000	1.557449669246671E+001
2.499999936844688E+001	1.4994531E+000	1.530490433254238E+001
2.599999934318475E+001	1.4995675E+000	1.503887005424497E+001
2.699999931792263E+001	1.4996819E+000	1.478536824359892E+001
2.799999929266050E+001	1.4995294E+000	1.454191972656250E+001
2.899999926739838E+001	1.4994912E+000	1.431521763572692E+001
2.999999924213625E+001	1.4996057E+000	1.410957096824643E+001
3.099999921687413E+001	1.4995484E+000	1.391459280509948E+001
3.199999919161201E+001	1.4995484E+000	1.371666103801726E+001
3.299999916634988E+001	1.4995675E+000	1.352085264549254E+001
3.399999914108776E+001	1.4995484E+000	1.333320899772644E+001
3.499999911582563E+001	1.4994912E+000	1.315718803653718E+001
3.599999909056351E+001	1.4993386E+000	1.299000300827024E+001
3.699999906530138E+001	1.4994912E+000	1.283935061054230E+001
3.799999904003926E+001	1.4996629E+000	1.268895795116424E+001
3.899999901477713E+001	1.4995484E+000	1.253814293937683E+001
3.999999898951501E+001	1.4996438E+000	1.238684140167237E+001
4.099999896425288E+001	1.4995675E+000	1.224220583782194E+001
4.199999893899076E+001	1.4995484E+000	1.210122972869873E+001
4.299999891372863E+001	1.4994912E+000	1.197765733013153E+001
4.399999888846651E+001	1.4995103E+000	1.185642022056578E+001
4.499999886320438E+001	1.4994912E+000	1.173449572887421E+001
4.599999883794226E+001	1.4996057E+000	1.161034656963348E+001
4.699999881268013E+001	1.4995294E+000	1.148946485118866E+001
4.799999878741801E+001	1.4993958E+000	1.136846252746582E+001
4.899999876215588E+001	1.4995103E+000	1.125737971172332E+001
4.999999873689376E+001	1.4995484E+000	1.116217246971129E+001
5.099999871163163E+001	1.4995866E+000	1.105867353973389E+001
5.199999868636951E+001	1.4995294E+000	1.095302734661101E+001
5.299999866110738E+001	1.4995484E+000	1.085026331748961E+001
5.399999863584526E+001	1.4994340E+000	1.074607371597290E+001
5.499999861058313E+001	1.4996057E+000	1.063873318691250E+001
5.599999858532101E+001	1.4995103E+000	1.056048713951108E+001
5.699999856005888E+001	1.4995484E+000	1.047597534751890E+001
5.799999853479676E+001	1.4995866E+000	1.038701044330597E+001
5.899999850953463E+001	1.4996438E+000	1.030012123489379E+001
5.999999848427251E+001	1.4997582E+000	1.020977086086273E+001
6.099999845901039E+001	1.4994531E+000	1.010735488567352E+001
6.199999843374826E+001	1.4995484E+000	1.003739810867309E+001
6.299999840848614E+001	1.4995484E+000	9.966769327545158E+000
6.399999838322401E+001	1.4994531E+000	9.888704141044613E+000
6.499999835796189E+001	1.4995484E+000	9.811733078575131E+000
6.599999833269976E+001	1.4995484E+000	9.733794086265561E+000
6.699999830743764E+001	1.4994912E+000	9.636371359062196E+000
6.799999828217551E+001	1.4996819E+000	9.563623335075377E+000
6.899999825691339E+001	1.4996247E+000	9.509123738861085E+000
6.999999823165126E+001	1.4995484E+000	9.441728833770725E+000
7.099999820638914E+001	1.4994531E+000	9.381597497749329E+000
7.199999818112701E+001	1.4995103E+000	9.316086179351771E+000
7.299999815586489E+001	1.4994340E+000	9.231911999702419E+000
7.399999813060276E+001	1.4994912E+000	9.152821318435670E+000
7.499999810534064E+001	1.4996057E+000	9.110229604339594E+000
7.599999808007851E+001	1.4996438E+000	9.055092075538624E+000
7.699999805481639E+001	1.4994721E+000	8.996156373977641E+000
7.799999802955426E+001	1.4996819E+000	8.940511868286123E+000
