time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4995103E+000	5.692094887733674E+001
1.999999949475750E+000	1.4994340E+000	3.696201000900265E+001
2.999999924213625E+000	1.4993196E+000	3.052263819236755E+001
3.999999898951501E+000	1.4993577E+000	2.685793726005556E+001
4.999999873689376E+000	1.4995484E+000	2.427463725395202E+001
5.999999848427251E+000	1.4994531E+000	2.226207784309383E+001
6.999999823165126E+000	1.4995103E+000	2.054702400512694E+001
7.999999797903001E+000	1.4994721E+000	1.915983055114742E+001
8.999999772640876E+000	1.4995675E+000	1.804013955154420E+001
9.999999747378752E+000	1.4997201E+000	1.713613697586059E+001
1.099999972211663E+001	1.4995866E+000	1.640318430061342E+001
1.199999969685450E+001	1.4995866E+000	1.578771242675782E+001
1.299999967159238E+001	1.4995103E+000	1.526924771614074E+001
1.399999964633025E+001	1.4996247E+000	1.484147418270109E+001
1.499999962106813E+001	1.4995484E+000	1.444975184230804E+001
1.599999959580600E+001	1.4994912E+000	1.409145197486879E+001
1.699999957054388E+001	1.4995294E+000	1.376267468986509E+001
1.799999954528175E+001	1.4994531E+000	1.345424719123841E+001
1.899999952001963E+001	1.4994912E+000	1.316811447563171E+001
1.999999949475750E+001	1.4995294E+000	1.292839318885802E+001
2.099999946949538E+001	1.4996438E+000	1.269030003833770E+001
2.199999944423325E+001	1.4996057E+000	1.246088422374724E+001
2.299999941897113E+001	1.4996057E+000	1.224686499519348E+001
2.399999939370900E+001	1.4994912E+000	1.204217176055906E+001
2.499999936844688E+001	1.4996247E+000	1.184646015472411E+001
2.599999934318475E+001	1.4994149E+000	1.169531060447693E+001
2.699999931792263E+001	1.4995294E+000	1.154050883350371E+001
2.799999929266050E+001	1.4996057E+000	1.138433918647766E+001
2.899999926739838E+001	1.4994531E+000	1.123828317279816E+001
2.999999924213625E+001	1.4995103E+000	1.109550645198821E+001
3.099999921687413E+001	1.4995294E+000	1.093967521877289E+001
3.199999919161201E+001	1.4995294E+000	1.082351186828613E+001
3.299999916634988E+001	1.4994149E+000	1.071911132030486E+001
3.399999914108776E+001	1.4995484E+000	1.060586176166534E+001
3.499999911582563E+001	1.4996057E+000	1.049744386215210E+001
3.599999909056351E+001	1.4994340E+000	1.039258585453033E+001
3.699999906530138E+001	1.4995866E+000	1.027244112548827E+001
3.799999904003926E+001	1.4995675E+000	1.017147567329405E+001
3.899999901477713E+001	1.4996819E+000	1.009504138832092E+001
3.999999898951501E+001	1.4993386E+000	1.000722030391693E+001
4.099999896425288E+001	1.4994912E+000	9.918128186988824E+000
4.199999893899076E+001	1.4998345E+000	9.834234571266165E+000
4.299999891372863E+001	1.4995103E+000	9.738235817909214E+000
4.399999888846651E+001	1.4996438E+000	9.640713076972929E+000
4.499999886320438E+001	1.4995294E+000	9.581865447998041E+000
4.599999883794226E+001	1.4995294E+000	9.513298323821999E+000
4.699999881268013E+001	1.4994721E+000	9.438167255783071E+000
4.799999878741801E+001	1.4994149E+000	9.379708555984479E+000
4.899999876215588E+001	1.4993768E+000	9.289611530494682E+000
4.999999873689376E+001	1.4994340E+000	9.193047216606146E+000
5.099999871163163E+001	1.4995484E+000	9.141223785018923E+000
5.199999868636951E+001	1.4994912E+000	9.087361285781860E+000
5.299999866110738E+001	1.4994912E+000	9.023555488014210E+000
5.399999863584526E+001	1.4995866E+000	8.963037181091295E+000
5.499999861058313E+001	1.4996247E+000	8.898910885620097E+000
5.599999858532101E+001	1.4993577E+000	8.809564375877372E+000
5.699999856005888E+001	1.4996438E+000	8.756186251831053E+000
5.799999853479676E+001	1.4996629E+000	8.716613021469101E+000
5.899999850953463E+001	1.4995484E+000	8.663717587089508E+000
5.999999848427251E+001	1.4996057E+000	8.609957109832749E+000
6.099999845901039E+001	1.4993768E+000	8.558342096710199E+000
6.199999843374826E+001	1.4995675E+000	8.576387534522993E+000
6.299999840848614E+001	1.4994340E+000	8.686106693077086E+000
6.399999838322401E+001	1.4995484E+000	8.718084018707259E+000
6.499999835796189E+001	1.4995675E+000	8.680995745086662E+000
6.599999833269976E+001	1.4995103E+000	8.635378802490234E+000
6.699999830743764E+001	1.4996629E+000	8.591104721260052E+000
6.799999828217551E+001	1.4996629E+000	8.528892790031421E+000
6.899999825691339E+001	1.4995103E+000	8.449917920112597E+000
6.999999823165126E+001	1.4996438E+000	8.444542842292783E+000
7.099999820638914E+001	1.4995294E+000	8.410781534767153E+000
7.199999818112701E+001	1.4995294E+000	8.367676768875118E+000
7.299999815586489E+001	1.4995103E+000	8.329289333152772E+000
7.399999813060276E+001	1.4995294E+000	8.276756165313714E+000
7.499999810534064E+001	1.4994721E+000	8.194206131362911E+000
7.599999808007851E+001	1.4996438E+000	8.167148774528485E+000
7.699999805481639E+001	1.4994721E+000	8.141076203536983E+000
7.799999802955426E+001	1.4995484E+000	8.102098460006713E+000
7.899999800429214E+001	1.4994340E+000	8.066301509094231E+000
7.999999797903001E+001	1.4994912E+000	8.024427571773515E+000
8.099999795376789E+001	1.4994531E+000	7.919963589286795E+000
8.199999792850576E+001	1.4995294E+000	7.831182656002028E+000
8.299999790324364E+001	1.4995675E+000	7.879988877201072E+000
8.399999787798151E+001	1.4996819E+000	7.847718081951115E+000
8.499999785271939E+001	1.4993958E+000	7.814642297363264E+000
8.599999782745726E+001	1.4995484E+000	7.770284146022796E+000
8.699999780219514E+001	1.4995294E+000	7.662383834266663E+000
8.799999777693301E+001	1.4995484E+000	7.610135458660125E+000
8.899999775167089E+001	1.4996247E+000	7.642958135509490E+000
8.999999772640876E+001	1.4994531E+000	7.615913517284383E+000
9.099999770114664E+001	1.4996819E+000	7.573116667747499E+000
9.199999767588452E+001	1.4996247E+000	7.554635135364521E+000
9.299999765062239E+001	1.4994912E+000	7.518429943752295E+000
9.399999762536027E+001	1.4996057E+000	7.444894395256036E+000
9.499999760009814E+001	1.4994721E+000	7.438741761684412E+000
9.599999757483602E+001	1.4995484E+000	7.420604428195944E+000
9.699999754957389E+001	1.4995484E+000	7.391481556701649E+000
9.799999752431177E+001	1.4995103E+000	7.367254250431061E+000
9.899999749904964E+001	1.4996057E+000	7.327643583488452E+000
9.999999747378752E+001	1.4995294E+000	7.246438249492627E+000
1.009999974485254E+002	1.4995675E+000	7.229105256080601E+000
1.019999974232633E+002	1.4995484E+000	7.220103944110861E+000
1.029999973980011E+002	1.4995675E+000	7.194031971168513E+000
1.039999973727390E+002	1.4996247E+000	7.168343420219415E+000
1.049999973474769E+002	1.4996057E+000	7.133076990699763E+000
1.059999973222148E+002	1.4994531E+000	7.059573417186726E+000
1.069999972969526E+002	1.4995103E+000	7.024532703876474E+000
1.079999972716905E+002	1.4994149E+000	7.023756064987179E+000
1.089999972464284E+002	1.4996247E+000	7.003657406234737E+000
1.099999972211663E+002	1.4995675E+000	6.980997671890265E+000
1.109999971959041E+002	1.4994531E+000	6.960032599258412E+000
1.119999971706420E+002	1.4996057E+000	6.896584440422053E+000
1.129999971453799E+002	1.4995675E+000	6.837504732513423E+000
1.139999971201178E+002	1.4994912E+000	6.842748871421804E+000
1.149999970948556E+002	1.4994721E+000	6.828045730209347E+000
1.159999970695935E+002	1.4993958E+000	6.805725812625866E+000
1.169999970443314E+002	1.4996057E+000	6.788239153003673E+000
1.179999970190693E+002	1.4995103E+000	6.742941133117668E+000
1.189999969938071E+002	1.4995103E+000	6.665288654613477E+000
1.199999969685450E+002	1.4995103E+000	6.666395513820646E+000
1.209999969432829E+002	1.4995484E+000	6.657336270713802E+000
1.219999969180208E+002	1.4994149E+000	6.536789753913880E+000
1.229999968927586E+002	1.4995484E+000	6.627254261684413E+000
1.239999968674965E+002	1.4995675E+000	6.595588886165601E+000
1.249999968422344E+002	1.4994721E+000	6.513074248695375E+000
1.259999968169723E+002	1.4994912E+000	6.499989820384982E+000
1.269999967917101E+002	1.4994531E+000	6.502182823371882E+000
1.279999967664480E+002	1.4994149E+000	6.483342354488357E+000
1.289999967411859E+002	1.4994531E+000	6.467724766254424E+000
1.299999967159238E+002	1.4994340E+000	6.445581360054014E+000
1.309999966906616E+002	1.4996438E+000	6.369925329113002E+000
1.319999966653995E+002	1.4996438E+000	6.108926198863983E+000
1.329999966401374E+002	1.4995294E+000	6.229280806159963E+000
1.339999966148753E+002	1.4995675E+000	6.345695487976074E+000
1.349999965896131E+002	1.4994721E+000	6.330666108322141E+000
1.359999965643510E+002	1.4995484E+000	6.318181204032882E+000
1.369999965390889E+002	1.4994340E+000	6.260694603633873E+000
1.379999965138268E+002	1.4995294E+000	6.198634992790218E+000
1.389999964885646E+002	1.4994340E+000	6.214689074230193E+000
1.399999964633025E+002	1.4995866E+000	6.208821189498899E+000
1.409999964380404E+002	1.4997392E+000	6.193108713626856E+000
1.419999964127783E+002	1.4996438E+000	6.184721622467023E+000
1.429999963875161E+002	1.4994721E+000	6.152908242130280E+000
1.439999963622540E+002	1.4995675E+000	6.074397025966640E+000
1.449999963369919E+002	1.4994721E+000	6.082628110504146E+000
1.459999963117298E+002	1.4994912E+000	6.084802079677580E+000
1.469999962864676E+002	1.4995675E+000	6.072164859104149E+000
1.479999962612055E+002	1.4995484E+000	6.064686255264281E+000
1.489999962359434E+002	1.4995866E+000	6.039377756595606E+000
1.499999962106813E+002	1.4994912E+000	5.957714076995849E+000
1.509999961854192E+002	1.4996057E+000	5.948179297637935E+000
1.519999961601570E+002	1.4994721E+000	5.960413312149043E+000
1.529999961348949E+002	1.4994912E+000	5.949514039707168E+000
1.539999961096328E+002	1.4996438E+000	5.941342376804350E+000
1.549999960843707E+002	1.4995103E+000	5.927417876243581E+000
1.559999960591085E+002	1.4995294E+000	5.857528644275664E+000
1.569999960338464E+002	1.4996438E+000	5.819277186298372E+000
1.579999960085843E+002	1.4995103E+000	5.840684260940549E+000
1.589999959833222E+002	1.4996247E+000	5.834398154544829E+000
1.599999959580600E+002	1.4995294E+000	5.823083032131187E+000
1.609999959327979E+002	1.4995294E+000	5.811654943943026E+000
1.619999959075358E+002	1.4995866E+000	5.753360835742946E+000
1.629999958822737E+002	1.4994531E+000	5.414121009922027E+000
1.639999958570115E+002	1.4996057E+000	5.449485197257992E+000
1.649999958317494E+002	1.4995484E+000	5.599372504329672E+000
1.659999958064873E+002	1.4995866E+000	5.680795359134663E+000
1.669999957812252E+002	1.4995866E+000	5.709251536941522E+000
1.679999957559630E+002	1.4995675E+000	5.676067234325409E+000
1.689999957307009E+002	1.4996438E+000	5.596341656208036E+000
1.699999957054388E+002	1.4993958E+000	5.609644418239593E+000
1.709999956801767E+002	1.4995866E+000	5.621419861984251E+000
1.719999956549145E+002	1.4992814E+000	5.612417672729492E+000
1.729999956296524E+002	1.4994912E+000	5.610408358669279E+000
1.739999956043903E+002	1.4997010E+000	5.595625320434571E+000
