time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4992712E+000	1.977813399512812E+002
1.999999949475750E+000	1.4992139E+000	9.981887940063473E+001
2.999999924213625E+000	1.4994047E+000	6.680928275070164E+001
3.999999898951501E+000	1.4992139E+000	4.658092126261025E+001
4.999999873689376E+000	1.4993665E+000	4.236567017135616E+001
5.999999848427251E+000	1.4993284E+000	3.664968774566648E+001
6.999999823165126E+000	1.4992902E+000	3.266055663757324E+001
7.999999797903001E+000	1.4994047E+000	2.968189146652219E+001
8.999999772640876E+000	1.4992330E+000	2.733729091224666E+001
9.999999747378752E+000	1.4992712E+000	2.542202307968137E+001
1.099999972211663E+001	1.4993284E+000	2.380884337463378E+001
1.199999969685450E+001	1.4993474E+000	2.244038952980041E+001
1.299999967159238E+001	1.4992521E+000	2.127896805114744E+001
1.399999964633025E+001	1.4992330E+000	2.026367734832763E+001
1.499999962106813E+001	1.4994619E+000	1.938596151771545E+001
1.599999959580600E+001	1.4993284E+000	1.862170373725891E+001
1.699999957054388E+001	1.4994047E+000	1.793083010101318E+001
1.799999954528175E+001	1.4995191E+000	1.731333104476926E+001
1.899999952001963E+001	1.4994047E+000	1.675941509780881E+001
1.999999949475750E+001	1.4993093E+000	1.624323848037719E+001
2.099999946949538E+001	1.4994428E+000	1.578396635150906E+001
2.199999944423325E+001	1.4991949E+000	1.537719178943632E+001
2.299999941897113E+001	1.4991758E+000	1.499307905178070E+001
2.399999939370900E+001	1.4992902E+000	1.463753455581661E+001
2.499999936844688E+001	1.4991567E+000	1.431036907691956E+001
2.599999934318475E+001	1.4991567E+000	1.400208336791991E+001
2.699999931792263E+001	1.4992330E+000	1.371111606140136E+001
2.799999929266050E+001	1.4992521E+000	1.345766836662292E+001
2.899999926739838E+001	1.4992712E+000	1.321285574340817E+001
2.999999924213625E+001	1.4992330E+000	1.298052671642303E+001
3.099999921687413E+001	1.4991949E+000	1.276393759498595E+001
3.199999919161201E+001	1.4991949E+000	1.256114955978394E+001
3.299999916634988E+001	1.4992902E+000	1.235650325183869E+001
3.399999914108776E+001	1.4992712E+000	1.218200704059599E+001
3.499999911582563E+001	1.4992330E+000	1.201534369621277E+001
3.599999909056351E+001	1.4991949E+000	1.185353843917846E+001
3.699999906530138E+001	1.4993665E+000	1.170018505764006E+001
3.799999904003926E+001	1.4992521E+000	1.155542399826047E+001
3.899999901477713E+001	1.4992712E+000	1.140545580711364E+001
3.999999898951501E+001	1.4992521E+000	1.127679793491362E+001
4.099999896425288E+001	1.4993474E+000	1.115939356155394E+001
4.199999893899076E+001	1.4994619E+000	1.104028733901976E+001
4.299999891372863E+001	1.4992902E+000	1.092634673728943E+001
4.399999888846651E+001	1.4992139E+000	1.081827509250641E+001
4.499999886320438E+001	1.4992712E+000	1.070798049697873E+001
4.599999883794226E+001	1.4992712E+000	1.060568148956298E+001
4.699999881268013E+001	1.4992521E+000	1.051995073738098E+001
4.799999878741801E+001	1.4993474E+000	1.043153178920745E+001
4.899999876215588E+001	1.4993665E+000	1.034428628978728E+001
4.999999873689376E+001	1.4992139E+000	1.026131502456664E+001
5.099999871163163E+001	1.4992139E+000	1.018128029365539E+001
5.199999868636951E+001	1.4993093E+000	1.009595547389983E+001
5.299999866110738E+001	1.4992902E+000	1.002802405395505E+001
5.399999863584526E+001	1.4994428E+000	9.959876668167112E+000
5.499999861058313E+001	1.4994428E+000	9.894900527763355E+000
5.599999858532101E+001	1.4994428E+000	9.827132113838196E+000
5.699999856005888E+001	1.4992902E+000	9.764548043823226E+000
5.799999853479676E+001	1.4991567E+000	9.694334058761594E+000
5.899999850953463E+001	1.4992902E+000	9.640925268173220E+000
5.999999848427251E+001	1.4994619E+000	9.589506927108758E+000
6.099999845901039E+001	1.4993856E+000	9.536414973640433E+000
6.199999843374826E+001	1.4992902E+000	9.484691025543185E+000
6.299999840848614E+001	1.4991949E+000	9.433954919624313E+000
6.399999838322401E+001	1.4992902E+000	9.375796236038205E+000
6.499999835796189E+001	1.4992902E+000	9.329563216590877E+000
6.599999833269976E+001	1.4994619E+000	9.291891201782221E+000
6.699999830743764E+001	1.4993474E+000	9.249302479934698E+000
6.799999828217551E+001	1.4993284E+000	9.207439707756009E+000
6.899999825691339E+001	1.4993284E+000	9.167955289840698E+000
6.999999823165126E+001	1.4994047E+000	9.122371023941014E+000
7.099999820638914E+001	1.4993093E+000	9.080846482467649E+000
7.199999818112701E+001	1.4994047E+000	9.054071993255604E+000
7.299999815586489E+001	1.4993665E+000	9.020045435142507E+000
7.399999813060276E+001	1.4993856E+000	8.984969906616215E+000
7.499999810534064E+001	1.4992712E+000	8.952734220314014E+000
