time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4994047E+000	3.486830951042894E+002
1.999999949475750E+000	1.4992902E+000	1.366748676376342E+002
2.999999924213625E+000	1.4993093E+000	9.395914545898432E+001
3.999999898951501E+000	1.4992902E+000	7.681404326019265E+001
4.999999873689376E+000	1.4992330E+000	6.707403874435408E+001
5.999999848427251E+000	1.4993093E+000	6.075533416748033E+001
6.999999823165126E+000	1.4992330E+000	5.646614744644165E+001
7.999999797903001E+000	1.4993665E+000	5.334918818817141E+001
8.999999772640876E+000	1.4992712E+000	5.096206966094968E+001
1.000159974733833E+001	1.4993856E+000	4.808763504028320E+001
1.100159972207621E+001	1.4992139E+000	4.746028156356810E+001
1.200159969681408E+001	1.4992712E+000	4.638559389266965E+001
1.300159967155196E+001	1.4993665E+000	4.550445942611694E+001
1.400159964628983E+001	1.4993665E+000	4.480335734558093E+001
1.500159962102771E+001	1.4994047E+000	4.427197922134394E+001
1.600159959576558E+001	1.4993856E+000	4.375866360778807E+001
1.700159957050346E+001	1.4993474E+000	4.344227969360351E+001
1.800159954524133E+001	1.4993093E+000	4.322687146530151E+001
1.900159951997921E+001	1.4992521E+000	4.303006589355471E+001
2.000159949471708E+001	1.4993665E+000	4.288398832778927E+001
2.100159946945496E+001	1.4994047E+000	4.279644882659909E+001
2.200159944419283E+001	1.4994047E+000	4.267516740341185E+001
2.300159941893071E+001	1.4993284E+000	4.259384510498046E+001
2.400159939366858E+001	1.4991949E+000	4.261883954238888E+001
2.500159936840646E+001	1.4993284E+000	4.257415033645628E+001
2.600159934314433E+001	1.4992330E+000	4.254954947280882E+001
2.700159931788221E+001	1.4993093E+000	4.251512158584593E+001
2.800159929262009E+001	1.4991949E+000	4.248232313003538E+001
2.900159926735796E+001	1.4994428E+000	4.239698643798829E+001
3.000159924209584E+001	1.4992902E+000	4.238030240554809E+001
3.100159921683371E+001	1.4995000E+000	4.230740732879639E+001
3.200159919157159E+001	1.4991758E+000	4.220000946731557E+001
3.300159916630946E+001	1.4992712E+000	4.206939183273312E+001
3.400159914104734E+001	1.4991567E+000	4.193239519348145E+001
3.500159911578521E+001	1.4993474E+000	4.172067990036010E+001
3.600159909052309E+001	1.4992902E+000	4.161579460906984E+001
3.700159906526096E+001	1.4992712E+000	4.149005117034912E+001
3.800159903999884E+001	1.4992902E+000	4.134646598968506E+001
3.900159901473671E+001	1.4993665E+000	4.117960820693963E+001
4.000159898947459E+001	1.4993474E+000	4.101489409408555E+001
4.100159896421246E+001	1.4991758E+000	4.078030084228510E+001
4.200159893895034E+001	1.4992712E+000	4.063014376144395E+001
4.300159891368821E+001	1.4990804E+000	4.050477331924435E+001
4.400159888842609E+001	1.4992902E+000	4.033208771514893E+001
4.500159886316396E+001	1.4993856E+000	4.018128638610835E+001
4.600159883790184E+001	1.4992902E+000	4.000004495773317E+001
4.700159881263971E+001	1.4994047E+000	3.977316548690794E+001
4.800159878737759E+001	1.4991758E+000	3.957775497894287E+001
4.900159876211546E+001	1.4992902E+000	3.948672839355467E+001
5.000159873685334E+001	1.4992330E+000	3.931274687652581E+001
5.100159871159121E+001	1.4993665E+000	3.914552728805540E+001
5.200159868632909E+001	1.4992712E+000	3.896179525527953E+001
5.300159866106696E+001	1.4991758E+000	3.875681825408924E+001
5.400159863580484E+001	1.4991567E+000	3.851858928527830E+001
5.500159861054271E+001	1.4991567E+000	3.839646167373657E+001
5.600159858528059E+001	1.4993284E+000	3.822997768478388E+001
5.700159856001846E+001	1.4993474E+000	3.803864335479733E+001
5.800159853475634E+001	1.4992902E+000	3.784443195648191E+001
5.900159850949422E+001	1.4991949E+000	3.771319465637202E+001
6.000159848423209E+001	1.4992902E+000	3.748052889862061E+001
6.100159845896997E+001	1.4992139E+000	3.737135075836170E+001
6.200159843370784E+001	1.4992712E+000	3.721600664138793E+001
6.300159840844572E+001	1.4992521E+000	3.703895857238768E+001
6.400159838318359E+001	1.4994810E+000	3.684832298660280E+001
6.500159835792147E+001	1.4992902E+000	3.667683924102778E+001
6.600159833265934E+001	1.4992330E+000	3.642153811187745E+001
6.700159830739722E+001	1.4993284E+000	3.624852254104610E+001
6.800159828213509E+001	1.4993474E+000	3.611455087356569E+001
6.900159825687297E+001	1.4993093E+000	3.592442014541621E+001
7.000159823161084E+001	1.4994047E+000	3.574522884445184E+001
7.100159820634872E+001	1.4992712E+000	3.556444553680420E+001
7.200159818108659E+001	1.4992712E+000	3.534386763381957E+001
7.300159815582447E+001	1.4993093E+000	3.514639298324583E+001
7.400159813056234E+001	1.4992712E+000	3.502738425674431E+001
7.500159810530022E+001	1.4994237E+000	3.485418579711916E+001
7.600159808003809E+001	1.4991376E+000	3.468276686019891E+001
7.700159805477597E+001	1.4993474E+000	3.450607687835693E+001
7.800159802951384E+001	1.4992139E+000	3.432092055664054E+001
7.900159800425172E+001	1.4992712E+000	3.409516217956536E+001
8.000159797898959E+001	1.4994237E+000	3.397498084487904E+001
8.100159795372747E+001	1.4992902E+000	3.384064499664305E+001
8.200159792846534E+001	1.4994619E+000	3.368110708618161E+001
8.300159790320322E+001	1.4992139E+000	3.351329318618775E+001
8.400159787794109E+001	1.4994047E+000	3.334865947799683E+001
8.500159785267897E+001	1.4992712E+000	3.312587209854121E+001
8.600159782741684E+001	1.4992712E+000	3.299426789855943E+001
8.700159780215472E+001	1.4993665E+000	3.286913663406372E+001
8.800159777689260E+001	1.4993856E+000	3.270432715225218E+001
8.900159775163047E+001	1.4993093E+000	3.254913457946770E+001
9.000159772636835E+001	1.4991758E+000	3.239094829864501E+001
9.100159770110622E+001	1.4993856E+000	3.217002093734740E+001
9.200159767584410E+001	1.4991567E+000	3.202833089866635E+001
9.300159765058197E+001	1.4992139E+000	3.193076838188165E+001
9.400159762531985E+001	1.4991949E+000	3.178049493484494E+001
9.500159760005772E+001	1.4993856E+000	3.163507211189267E+001
9.600159757479560E+001	1.4993665E+000	3.148369751586904E+001
9.700159754953347E+001	1.4992712E+000	3.129116598663330E+001
9.800159752427135E+001	1.4992139E+000	3.111840560760493E+001
9.900159749900922E+001	1.4993665E+000	3.104014791374206E+001
1.000015974737471E+002	1.4992139E+000	3.090758405342098E+001
1.010015974484850E+002	1.4993665E+000	3.076579172859192E+001
1.020015974232228E+002	1.4992139E+000	3.064794299354548E+001
1.030015973979607E+002	1.4993474E+000	3.049851882400515E+001
1.040015973726986E+002	1.4994428E+000	3.030412737236020E+001
1.050015973474365E+002	1.4992521E+000	3.022079782485963E+001
1.060015973221743E+002	1.4993093E+000	3.011239779434203E+001
1.070015972969122E+002	1.4993093E+000	2.999247488555909E+001
1.080015972716501E+002	1.4993474E+000	2.987414128761282E+001
1.090015972463880E+002	1.4993093E+000	2.973805011520381E+001
1.100015972211258E+002	1.4993093E+000	2.954819173431395E+001
1.110015971958637E+002	1.4994619E+000	2.944123617248533E+001
