time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4995294E+000	1.354115641332405E+002
1.999999949475750E+000	1.4994721E+000	8.972083355712886E+001
2.999999924213625E+000	1.4994531E+000	7.418890591735817E+001
3.999999898951501E+000	1.4994721E+000	6.457211206970214E+001
4.999999873689376E+000	1.4996057E+000	5.756898675842285E+001
5.999999848427251E+000	1.4995103E+000	5.226941372070308E+001
6.999999823165126E+000	1.4995103E+000	4.696898712212499E+001
7.999999797903001E+000	1.4995675E+000	4.432223492202759E+001
8.999999772640876E+000	1.4995103E+000	4.130329833297731E+001
9.999999747378752E+000	1.4996819E+000	3.878966500549316E+001
1.099999972211663E+001	1.4994340E+000	3.666376965866084E+001
1.199999969685450E+001	1.4996819E+000	3.489602811355576E+001
1.299999967159238E+001	1.4996629E+000	3.344760140533447E+001
1.399999964633025E+001	1.4996438E+000	3.217195872573852E+001
1.499999962106813E+001	1.4995484E+000	3.106664881973265E+001
1.599999959580600E+001	1.4995866E+000	3.008732419090271E+001
1.699999957054388E+001	1.4995484E+000	2.921440635757443E+001
1.799999954528175E+001	1.4994912E+000	2.842863801422106E+001
1.899999952001963E+001	1.4995294E+000	2.772383789901733E+001
1.999999949475750E+001	1.4996819E+000	2.715050137214659E+001
2.099999946949538E+001	1.4995484E+000	2.662799167594903E+001
2.199999944423325E+001	1.4994149E+000	2.614578802337647E+001
2.299999941897113E+001	1.4995675E+000	2.570709495315549E+001
2.399999939370900E+001	1.4996438E+000	2.531595965652465E+001
2.499999936844688E+001	1.4995103E+000	2.492442273979185E+001
2.599999934318475E+001	1.4995866E+000	2.458457617225645E+001
2.699999931792263E+001	1.4995675E+000	2.429580711784361E+001
2.799999929266050E+001	1.4997010E+000	2.401162194900510E+001
2.899999926739838E+001	1.4996057E+000	2.374829624214169E+001
2.999999924213625E+001	1.4996629E+000	2.349495933761594E+001
3.099999921687413E+001	1.4994531E+000	2.321465464134215E+001
3.199999919161201E+001	1.4996247E+000	2.294210226058959E+001
3.299999916634988E+001	1.4996629E+000	2.273547625236506E+001
3.399999914108776E+001	1.4995675E+000	2.253007697563172E+001
3.499999911582563E+001	1.4996057E+000	2.232160138854977E+001
3.599999909056351E+001	1.4996629E+000	2.212568152923581E+001
3.699999906530138E+001	1.4996057E+000	2.190817391357422E+001
3.799999904003926E+001	1.4997582E+000	2.166744555053708E+001
3.899999901477713E+001	1.4995484E+000	2.149882108192443E+001
3.999999898951501E+001	1.4996629E+000	2.133269125595092E+001
4.099999896425288E+001	1.4996057E+000	2.115907882385252E+001
4.199999893899076E+001	1.4997010E+000	2.099569341583251E+001
4.299999891372863E+001	1.4996438E+000	2.082024242134088E+001
4.399999888846651E+001	1.4995294E+000	2.059624845886231E+001
4.499999886320438E+001	1.4995294E+000	2.043110141715999E+001
4.599999883794226E+001	1.4996629E+000	2.028864863662719E+001
4.699999881268013E+001	1.4995294E+000	2.012959872169494E+001
4.799999878741801E+001	1.4995103E+000	1.981548567008969E+001
4.899999876215588E+001	1.4994721E+000	1.963492969093322E+001
4.999999873689376E+001	1.4993005E+000	1.963198788070679E+001
5.099999871163163E+001	1.4996247E+000	1.945488956108090E+001
5.199999868636951E+001	1.4994912E+000	1.933163853340147E+001
5.299999866110738E+001	1.4995103E+000	1.919519858894341E+001
5.399999863584526E+001	1.4995294E+000	1.905913041229246E+001
5.499999861058313E+001	1.4996819E+000	1.892904548301692E+001
5.599999858532101E+001	1.4995675E+000	1.876049016189575E+001
5.699999856005888E+001	1.4995866E+000	1.856947897377014E+001
5.799999853479676E+001	1.4994912E+000	1.845193653106689E+001
5.899999850953463E+001	1.4997010E+000	1.833149877319335E+001
5.999999848427251E+001	1.4995294E+000	1.820105593833921E+001
6.099999845901039E+001	1.4994912E+000	1.807989154968260E+001
6.199999843374826E+001	1.4997773E+000	1.794287082176209E+001
6.299999840848614E+001	1.4993577E+000	1.775937062988281E+001
6.399999838322401E+001	1.4994531E+000	1.763590299339290E+001
6.499999835796189E+001	1.4995294E+000	1.753340097007748E+001
6.599999833269976E+001	1.4995103E+000	1.741586447792054E+001
6.699999830743764E+001	1.4993005E+000	1.730586379852292E+001
6.799999828217551E+001	1.4994912E+000	1.719330237808227E+001
6.899999825691339E+001	1.4994721E+000	1.701490943336486E+001
6.999999823165126E+001	1.4994531E+000	1.687751749229432E+001
7.099999820638914E+001	1.4994721E+000	1.650975732078552E+001
7.199999818112701E+001	1.4995294E+000	1.628490996551514E+001
7.299999815586489E+001	1.4993768E+000	1.620531452827453E+001
7.399999813060276E+001	1.4994721E+000	1.612904873275755E+001
7.499999810534064E+001	1.4995866E+000	1.598063800907136E+001
7.599999808007851E+001	1.4995675E+000	1.596988499946593E+001
7.699999805481639E+001	1.4996247E+000	1.574250696487427E+001
7.799999802955426E+001	1.4994531E+000	1.566325803184509E+001
7.899999800429214E+001	1.4997010E+000	1.551567199096678E+001
7.999999797903001E+001	1.4996247E+000	1.561826030120849E+001
8.099999795376789E+001	1.4995103E+000	1.555743228874206E+001
8.199999792850576E+001	1.4994721E+000	1.551737372570037E+001
8.299999790324364E+001	1.4995484E+000	1.544467106418608E+001
8.399999787798151E+001	1.4994149E+000	1.534309830112454E+001
8.499999785271939E+001	1.4995484E+000	1.512051819114683E+001
8.599999782745726E+001	1.4994340E+000	1.516008025875090E+001
8.699999780219514E+001	1.4995294E+000	1.506148413562772E+001
8.799999777693301E+001	1.4996057E+000	1.489025070781707E+001
