time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4994340E+000	1.222548258825732E+002
1.999999949475750E+000	1.4995866E+000	8.186890328979490E+001
2.999999924213625E+000	1.4996057E+000	6.453674285354614E+001
3.999999898951501E+000	1.4994149E+000	5.353698116149894E+001
4.999999873689376E+000	1.4995103E+000	4.527321926297691E+001
5.999999848427251E+000	1.4995675E+000	4.078140030746454E+001
6.999999823165126E+000	1.4995103E+000	3.708765906448355E+001
7.999999797903001E+000	1.4994531E+000	3.431969182739249E+001
8.999999772640876E+000	1.4995294E+000	3.220598490486145E+001
9.999999747378752E+000	1.4994721E+000	3.053355787544250E+001
1.099999972211663E+001	1.4995103E+000	2.916990826301574E+001
1.199999969685450E+001	1.4995103E+000	2.806081945915221E+001
1.299999967159238E+001	1.4996438E+000	2.716758230209348E+001
1.399999964633025E+001	1.4995675E+000	2.644161917114252E+001
1.499999962106813E+001	1.4995675E+000	2.577691576042173E+001
1.599999959580600E+001	1.4995103E+000	2.524066619758599E+001
1.699999957054388E+001	1.4995294E+000	2.473491804351806E+001
1.799999954528175E+001	1.4994912E+000	2.426349066123962E+001
1.899999952001963E+001	1.4993768E+000	2.381475994987488E+001
1.999999949475750E+001	1.4995484E+000	2.345540358047487E+001
2.099999946949538E+001	1.4994721E+000	2.314645221443175E+001
2.199999944423325E+001	1.4995294E+000	2.284454182777404E+001
2.299999941897113E+001	1.4994721E+000	2.257739641838074E+001
2.399999939370900E+001	1.4994149E+000	2.235322790756223E+001
2.499999936844688E+001	1.4995484E+000	2.212339390487671E+001
2.599999934318475E+001	1.4995675E+000	2.195881414489745E+001
2.699999931792263E+001	1.4995866E+000	2.176299163780209E+001
2.799999929266050E+001	1.4996629E+000	2.159939230575560E+001
2.899999926739838E+001	1.4995675E+000	2.148456639785763E+001
2.999999924213625E+001	1.4994340E+000	2.138294952659606E+001
3.099999921687413E+001	1.4994149E+000	2.128428966979982E+001
3.199999919161201E+001	1.4994912E+000	2.118459338073730E+001
3.299999916634988E+001	1.4993958E+000	2.110825354309082E+001
3.399999914108776E+001	1.4994149E+000	2.105216930847166E+001
3.499999911582563E+001	1.4993768E+000	2.099254549484249E+001
3.599999909056351E+001	1.4995866E+000	2.095355194053650E+001
3.699999906530138E+001	1.4995103E+000	2.088644581871033E+001
3.799999904003926E+001	1.4996438E+000	2.084307607765197E+001
3.899999901477713E+001	1.4994340E+000	2.080868412971489E+001
3.999999898951501E+001	1.4995675E+000	2.079589109878538E+001
