time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4992712E+000	4.301922462497560E+002
1.999999949475750E+000	1.4994428E+000	1.926287352416991E+002
2.999999924213625E+000	1.4991186E+000	1.282745796356201E+002
3.999999898951501E+000	1.4994047E+000	1.013386866088865E+002
4.999999873689376E+000	1.4991758E+000	8.581173222961411E+001
5.999999848427251E+000	1.4992902E+000	7.526782065429688E+001
6.999999823165126E+000	1.4992712E+000	6.766941682739252E+001
7.999999797903001E+000	1.4992902E+000	6.200567796401970E+001
8.999999772640876E+000	1.4992521E+000	5.766376199417118E+001
9.999999747378752E+000	1.4993093E+000	5.425306918716433E+001
1.099999972211663E+001	1.4993665E+000	5.154172496337891E+001
1.199999969685450E+001	1.4992902E+000	4.934065014724717E+001
1.299999967159238E+001	1.4991949E+000	4.729334150297689E+001
1.399999964633025E+001	1.4992902E+000	4.599329020462034E+001
1.499999962106813E+001	1.4993093E+000	4.489621275634767E+001
1.599999959580600E+001	1.4992712E+000	4.408355967330931E+001
1.699999957054388E+001	1.4992902E+000	4.346493842620851E+001
1.799999954528175E+001	1.4993474E+000	4.295316692886352E+001
1.899999952001963E+001	1.4994237E+000	4.257000331878662E+001
1.999999949475750E+001	1.4991758E+000	4.231787346801752E+001
2.099999946949538E+001	1.4992902E+000	4.216809810485839E+001
2.199999944423325E+001	1.4992139E+000	4.211348801422116E+001
2.299999941897113E+001	1.4993474E+000	4.218098007049559E+001
2.399999939370900E+001	1.4992712E+000	4.229410678024283E+001
2.499999936844688E+001	1.4993856E+000	4.243210495681763E+001
2.599999934318475E+001	1.4993474E+000	4.261494027709961E+001
2.699999931792263E+001	1.4994619E+000	4.283178066253652E+001
2.799999929266050E+001	1.4992902E+000	4.303463109512325E+001
2.899999926739838E+001	1.4994237E+000	4.330795744781489E+001
2.999999924213625E+001	1.4991949E+000	4.358234275131224E+001
3.099999921687413E+001	1.4992902E+000	4.385975118713372E+001
3.199999919161201E+001	1.4992712E+000	4.414243260879516E+001
3.299999916634988E+001	1.4992521E+000	4.444335621032712E+001
3.399999914108776E+001	1.4990613E+000	4.473559109115598E+001
3.499999911582563E+001	1.4992902E+000	4.508261069641114E+001
3.599999909056351E+001	1.4992712E+000	4.546334900894163E+001
3.699999906530138E+001	1.4993856E+000	4.579124970703117E+001
3.799999904003926E+001	1.4994237E+000	4.614839210205076E+001
3.899999901477713E+001	1.4993284E+000	4.650891197357174E+001
3.999999898951501E+001	1.4994810E+000	4.685632073898307E+001
4.099999896425288E+001	1.4993093E+000	4.719343232192992E+001
4.199999893899076E+001	1.4993856E+000	4.758618451995847E+001
4.299999891372863E+001	1.4992521E+000	4.794143208618164E+001
4.399999888846651E+001	1.4994237E+000	4.827442692031855E+001
4.499999886320438E+001	1.4993474E+000	4.859568459167474E+001
4.599999883794226E+001	1.4992902E+000	4.891916542816159E+001
4.699999881268013E+001	1.4993093E+000	4.921658688583373E+001
4.799999878741801E+001	1.4993093E+000	4.956902371673579E+001
4.899999876215588E+001	1.4994047E+000	4.994934094696043E+001
4.999999873689376E+001	1.4993665E+000	5.022609329605103E+001
5.099999871163163E+001	1.4993665E+000	5.048835719375609E+001
5.199999868636951E+001	1.4993284E+000	5.074169242095940E+001
5.299999866110738E+001	1.4991758E+000	5.096811223068238E+001
5.399999863584526E+001	1.4993284E+000	5.125166462783807E+001
5.499999861058313E+001	1.4993093E+000	5.153392356338497E+001
5.599999858532101E+001	1.4993856E+000	5.178582076110837E+001
5.699999856005888E+001	1.4992139E+000	5.200467396316515E+001
5.799999853479676E+001	1.4992712E+000	5.221401591644288E+001
5.899999850953463E+001	1.4992712E+000	5.238132474060059E+001
5.999999848427251E+001	1.4993474E+000	5.256089921646117E+001
6.099999845901039E+001	1.4992330E+000	5.277395059661865E+001
6.199999843374826E+001	1.4992902E+000	5.296009727630610E+001
6.299999840848614E+001	1.4995000E+000	5.310044063644409E+001
6.399999838322401E+001	1.4992902E+000	5.323753455429073E+001
6.499999835796189E+001	1.4992330E+000	5.335592244033813E+001
6.599999833269976E+001	1.4993284E+000	5.345215099792483E+001
6.699999830743764E+001	1.4993474E+000	5.360099313201886E+001
6.799999828217551E+001	1.4992139E+000	5.371829135513303E+001
6.899999825691339E+001	1.4993665E+000	5.382203992233275E+001
6.999999823165126E+001	1.4996145E+000	5.388965017166129E+001
7.099999820638914E+001	1.4993665E+000	5.397131788024899E+001
7.199999818112701E+001	1.4992712E+000	5.400577998886115E+001
7.299999815586489E+001	1.4992521E+000	5.407994130096432E+001
7.399999813060276E+001	1.4994619E+000	5.413532481613152E+001
7.499999810534064E+001	1.4992521E+000	5.416371698379510E+001
7.599999808007851E+001	1.4995191E+000	5.418808586349473E+001
7.699999805481639E+001	1.4993284E+000	5.420556146011336E+001
7.799999802955426E+001	1.4995000E+000	5.419191452713005E+001
7.899999800429214E+001	1.4993093E+000	5.420341209411617E+001
7.999999797903001E+001	1.4992521E+000	5.425649570541378E+001
8.099999795376789E+001	1.4992521E+000	5.424300113143909E+001
8.199999792850576E+001	1.4992330E+000	5.421368661956762E+001
8.299999790324364E+001	1.4994619E+000	5.418250480651841E+001
8.399999787798151E+001	1.4992902E+000	5.411895487136826E+001
8.499999785271939E+001	1.4992902E+000	5.406129070129394E+001
8.599999782745726E+001	1.4994428E+000	5.405177082290652E+001
8.699999780219514E+001	1.4994047E+000	5.400811439437859E+001
8.799999777693301E+001	1.4993856E+000	5.394707718429561E+001
8.899999775167089E+001	1.4993665E+000	5.390475665893553E+001
8.999999772640876E+001	1.4992902E+000	5.384102257003784E+001
9.099999770114664E+001	1.4992521E+000	5.372677627639770E+001
9.199999767588452E+001	1.4993284E+000	5.368551812667840E+001
9.299999765062239E+001	1.4992521E+000	5.362624463729844E+001
9.399999762536027E+001	1.4991567E+000	5.355901176757789E+001
9.499999760009814E+001	1.4993856E+000	5.346704946289060E+001
