time/s	Ewe/V	<I>/mA	
9.999999747378752E-001	1.4992330E+000	8.678159416646668E+001
1.999999949475750E+000	1.4992521E+000	5.597129946289056E+001
2.999999924213625E+000	1.4991758E+000	4.405879779602083E+001
3.999999898951501E+000	1.4992330E+000	3.830231819381714E+001
4.999999873689376E+000	1.4991567E+000	3.352292484970087E+001
5.999999848427251E+000	1.4993093E+000	2.968377307357788E+001
6.999999823165126E+000	1.4991758E+000	2.663605206756586E+001
7.999999797903001E+000	1.4992902E+000	2.417172436027527E+001
8.999999772640876E+000	1.4992139E+000	2.216436940193177E+001
9.999999747378752E+000	1.4992712E+000	2.052748612136838E+001
1.099999972211663E+001	1.4993284E+000	1.915815164985656E+001
1.199999969685450E+001	1.4992521E+000	1.799455185699463E+001
1.299999967159238E+001	1.4992712E+000	1.706813953590392E+001
1.399999964633025E+001	1.4993856E+000	1.629572329235074E+001
1.499999962106813E+001	1.4993665E+000	1.562502589855193E+001
1.599999959580600E+001	1.4991949E+000	1.502148107643126E+001
1.699999957054388E+001	1.4992330E+000	1.441272989768981E+001
1.799999954528175E+001	1.4993093E+000	1.383151854171751E+001
1.899999952001963E+001	1.4993284E+000	1.334779530696864E+001
1.999999949475750E+001	1.4990613E+000	1.291383247680663E+001
2.099999946949538E+001	1.4993856E+000	1.250384745845793E+001
2.199999944423325E+001	1.4994237E+000	1.212294790267943E+001
2.299999941897113E+001	1.4993474E+000	1.176529724960324E+001
2.399999939370900E+001	1.4992330E+000	1.141625204696655E+001
2.499999936844688E+001	1.4993856E+000	1.112522376155852E+001
2.599999934318475E+001	1.4992902E+000	1.086716866226195E+001
2.699999931792263E+001	1.4992712E+000	1.061584586505889E+001
2.799999929266050E+001	1.4993665E+000	1.037596989517212E+001
2.899999926739838E+001	1.4993474E+000	1.015060924282072E+001
2.999999924213625E+001	1.4992902E+000	9.917675391006441E+000
3.099999921687413E+001	1.4991949E+000	9.725851146125791E+000
3.199999919161201E+001	1.4994047E+000	9.563085229873650E+000
3.299999916634988E+001	1.4994237E+000	9.399069784164428E+000
3.399999914108776E+001	1.4991949E+000	9.237876838302611E+000
3.499999911582563E+001	1.4993856E+000	9.085041349983186E+000
3.599999909056351E+001	1.4993665E+000	8.920131656837464E+000
3.699999906530138E+001	1.4992330E+000	8.777626129341122E+000
3.799999904003926E+001	1.4993093E+000	8.666724374198907E+000
3.899999901477713E+001	1.4995000E+000	8.551950295257569E+000
3.999999898951501E+001	1.4994047E+000	8.433174500465356E+000
4.099999896425288E+001	1.4992521E+000	8.319785748863211E+000
4.199999893899076E+001	1.4991186E+000	8.197270700836157E+000
4.299999891372863E+001	1.4992139E+000	8.076768970870965E+000
4.399999888846651E+001	1.4992712E+000	7.991613262844083E+000
4.499999886320438E+001	1.4994619E+000	7.906667660236359E+000
4.599999883794226E+001	1.4991567E+000	7.815512471866583E+000
4.699999881268013E+001	1.4993665E+000	7.725559855937945E+000
4.799999878741801E+001	1.4993474E+000	7.630823480033868E+000
4.899999876215588E+001	1.4993284E+000	7.524683356380450E+000
4.999999873689376E+001	1.4992712E+000	7.453699944400768E+000
5.099999871163163E+001	1.4994428E+000	7.390640576744062E+000
5.199999868636951E+001	1.4993093E+000	7.318452094745624E+000
5.299999866110738E+001	1.4994428E+000	7.244849813270562E+000
5.399999863584526E+001	1.4993474E+000	7.171095819377898E+000
5.499999861058313E+001	1.4992712E+000	7.079160620784755E+000
5.599999858532101E+001	1.4993474E+000	7.013854411029811E+000
5.699999856005888E+001	1.4993284E+000	6.967288129329674E+000
5.799999853479676E+001	1.4992139E+000	6.909801117134087E+000
5.899999850953463E+001	1.4993665E+000	6.849571846103657E+000
5.999999848427251E+001	1.4993284E+000	6.790515280055999E+000
6.099999845901039E+001	1.4992712E+000	6.713683518505064E+000
6.199999843374826E+001	1.4992330E+000	6.650419260311125E+000
6.299999840848614E+001	1.4992521E+000	6.614341049003571E+000
6.399999838322401E+001	1.4993093E+000	6.570192070484154E+000
6.499999835796189E+001	1.4994237E+000	6.519277034854888E+000
6.599999833269976E+001	1.4993474E+000	6.468948519897452E+000
6.699999830743764E+001	1.4993284E+000	6.406780293178556E+000
6.799999828217551E+001	1.4993474E+000	6.343157479572284E+000
6.899999825691339E+001	1.4994237E+000	6.311417203617090E+000
6.999999823165126E+001	1.4994047E+000	6.278074796485896E+000
